,Subject Age Group,Stop Resolution,Weapon Type,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Officer Age,Weekday,Time of Month,Precinct,Watch,Final Call Re-map,Initial Call Re-map
20353,3,0,None,0,Asian,White,0,3,1,2,NORTH,2,disturbance,disturbance
20354,3,1,None,0,White,White,0,3,1,2,WEST,2,warrant,suspicious
20355,3,1,None,0,White,African American,0,3,2,2,SOUTHWEST,1,traffic,unknown
20356,3,1,None,0,White,White,0,5,2,2,NORTH,1,warrant,theft
20357,3,1,None,0,White,White,0,3,2,2,WEST,2,domestic violence,disturbance
20358,3,0,None,0,White,White,0,6,1,2,NORTH,2,theft,unknown
20359,3,1,None,0,White,White,0,3,0,1,WEST,2,theft,assault
20360,3,1,None,0,White,White,0,3,1,2,WEST,1,theft,trespass
20361,3,0,None,0,White,White,0,5,1,2,NORTH,2,suspicious,theft
20362,3,0,None,0,White,White,0,3,2,2,WEST,3,disturbance,assault
20363,3,1,None,0,White,African American,0,2,4,2,SOUTH,2,traffic,traffic
20364,3,1,None,0,White,African American,0,3,5,2,SOUTH,1,assault,assault
20365,3,1,None,0,White,Hispanic,0,2,6,2,NORTH,3,trespass,theft
20366,3,0,None,0,White,Multi-Racial,0,2,6,2,TRAINING,0,domestic violence,disturbance
20367,3,0,Firearm,0,White,African American,0,5,6,2,NORTH,1,trespass,suspicious
20368,3,1,None,0,Hispanic,African American,0,3,0,2,EAST,3,trespass,disturbance
20369,3,1,None,0,Unknown,Native,0,4,1,1,SOUTH,3,domestic violence,assault
20370,3,0,None,0,White,White,0,4,2,1,WEST,3,disturbance,disturbance
20371,3,1,None,0,White,White,0,3,2,1,SOUTHWEST,2,traffic,traffic
20372,3,1,None,0,White,Unknown,0,4,2,1,WEST,3,under influence,disturbance
20373,3,1,None,0,White,White,0,3,5,1,EAST,3,assault,disturbance
20374,3,0,None,0,White,White,0,6,5,1,Unknown,0,traffic,traffic
20375,3,0,None,0,Asian,White,0,3,6,1,NORTH,2,unknown,unknown
20376,3,1,None,0,Asian,African American,0,3,6,1,EAST,3,disturbance,disturbance
20377,3,1,None,0,White,White,0,3,6,1,EAST,1,domestic violence,disturbance
20378,3,0,None,0,White,White,0,3,6,1,SOUTH,1,theft,theft
20379,3,1,None,0,White,African American,1,3,6,1,EAST,1,under influence,under influence
20380,3,0,None,0,Multi-Racial,African American,0,3,6,1,EAST,1,assault,assault
20381,3,0,None,0,Unknown,Multi-Racial,0,3,1,2,EAST,3,trespass,disturbance
20382,3,1,None,1,White,White,0,3,1,2,EAST,2,domestic violence,disturbance
20383,3,0,None,0,White,White,0,3,1,2,EAST,2,disturbance,disturbance
20384,3,0,None,0,Multi-Racial,African American,1,5,2,2,SOUTH,3,trespass,unknown
20385,3,1,None,0,White,White,0,3,4,2,WEST,3,assault,unknown
20386,3,1,Blunt Force,0,White,African American,0,4,4,2,EAST,3,warrant,theft
20387,3,0,None,0,White,White,0,3,4,2,WEST,3,property damage,property damage
20388,3,0,None,0,White,White,1,3,4,2,NORTH,2,domestic violence,assault
20389,3,1,None,0,Asian,Unknown,0,3,5,2,EAST,3,property damage,trespass
20390,3,1,Lethal Blade,0,White,White,0,3,5,2,EAST,3,assault,weapon
20391,3,0,Firearm,0,White,White,0,3,0,2,TRAINING,0,suspicious,suspicious
20392,3,1,None,0,White,African American,0,4,0,2,WEST,1,theft,theft
20393,3,1,None,0,White,Unknown,1,3,0,2,SOUTHWEST,2,warrant,suspicious
20394,3,0,None,0,White,African American,0,5,1,2,SOUTH,1,weapon,weapon
20395,3,0,None,0,White,African American,0,6,1,2,Unknown,0,suspicious,suspicious
20396,3,0,None,0,White,African American,0,3,3,2,EAST,3,suspicious,assault
20397,3,1,None,0,White,White,0,3,3,2,NORTH,2,warrant,warrant
20398,3,0,None,0,White,African American,0,3,3,2,WEST,2,suspicious,under influence
20399,3,0,None,0,White,African American,0,4,4,2,WEST,2,unknown,unknown
20400,3,0,None,0,White,African American,0,5,5,2,NORTH,1,warrant,under influence
20401,3,0,Lethal Blade,0,White,White,0,3,2,2,EAST,3,property damage,property damage
20402,3,1,None,0,White,Hispanic,0,4,3,2,NORTH,3,warrant,disturbance
20403,3,1,None,0,White,White,1,3,3,2,WEST,0,theft,disturbance
20404,3,1,None,0,White,White,0,3,3,2,WEST,0,theft,disturbance
20405,3,1,None,0,White,White,0,3,3,2,NORTH,2,under influence,suspicious
20406,3,0,None,0,White,African American,0,3,3,2,WEST,2,suspicious,under influence
20407,3,1,None,0,African American,African American,0,4,5,2,WEST,3,assault,assault
20408,3,0,None,1,White,White,1,3,5,2,TRAINING,0,disturbance,assault
20409,3,0,None,1,White,White,0,3,5,2,TRAINING,0,disturbance,assault
20410,3,0,None,0,White,Unknown,0,5,5,2,EAST,1,trespass,disturbance
20411,3,0,None,0,Hispanic,Native,1,5,5,2,WEST,3,domestic violence,disturbance
20412,3,0,None,0,African American,African American,0,3,2,2,WEST,2,domestic violence,disturbance
20413,3,1,None,0,White,White,0,3,2,2,EAST,2,assault,weapon
20414,3,1,None,0,White,Asian,1,3,2,2,WEST,3,assault,assault
20415,3,0,None,0,Unknown,African American,0,3,3,2,EAST,3,weapon,disturbance
20416,3,0,None,0,Unknown,African American,0,3,3,2,EAST,3,weapon,disturbance
20417,3,1,Lethal Blade,1,African American,White,0,3,3,2,SOUTHWEST,3,theft,suspicious
20418,3,1,None,0,White,African American,0,4,4,2,WEST,1,warrant,unknown
20419,3,1,None,0,White,White,0,3,4,2,EAST,2,theft,theft
20420,3,1,None,0,White,White,0,3,4,2,WEST,2,weapon,suspicious
20421,3,0,None,0,White,African American,0,3,4,2,WEST,3,domestic violence,assault
20422,3,1,None,0,African American,White,0,3,5,2,EAST,1,trespass,trespass
20423,3,0,None,0,Hispanic,Hispanic,0,3,5,2,SOUTHWEST,1,warrant,warrant
20424,3,0,None,0,Hispanic,White,0,3,5,2,SOUTHWEST,1,warrant,warrant
20425,3,1,None,1,White,African American,0,4,0,2,NORTH,3,warrant,warrant
20426,3,0,None,0,African American,African American,0,3,0,2,EAST,1,domestic violence,disturbance
20427,3,1,None,1,White,White,0,5,0,2,NORTH,2,warrant,suspicious
20428,3,0,None,1,White,White,0,5,0,2,NORTH,2,warrant,suspicious
20429,3,0,None,0,White,African American,0,3,1,2,NORTH,2,trespass,trespass
20430,3,0,None,0,White,African American,0,3,3,3,EAST,3,assault,assault
20431,3,1,None,0,White,African American,1,3,3,3,WEST,1,assault,assault
20432,3,0,None,0,White,White,0,3,5,2,NORTH,2,warrant,warrant
20433,3,1,None,0,Multi-Racial,African American,0,3,0,2,NORTH,2,warrant,suspicious
20434,3,0,None,1,White,White,0,5,0,2,NORTH,2,warrant,suspicious
20435,3,0,None,1,White,White,1,5,0,2,NORTH,2,warrant,suspicious
20436,3,0,None,1,White,Native,0,5,0,2,NORTH,2,warrant,suspicious
20437,3,0,None,0,African American,White,0,3,0,2,WEST,3,trespass,trespass
20438,3,1,None,0,White,White,1,3,0,2,WEST,3,assault,assault
20439,3,1,None,0,White,Hispanic,1,3,1,2,SOUTH,3,warrant,disturbance
20440,3,0,None,1,Hispanic,White,1,2,1,2,NORTH,2,trespass,trespass
20441,3,0,Lethal Blade,0,White,African American,0,3,2,3,NORTH,2,assist others,assault
20442,3,1,None,0,White,White,1,3,3,3,EAST,3,property damage,property damage
20443,3,1,None,0,White,White,0,4,5,2,WEST,1,property damage,property damage
20444,3,0,None,1,White,African American,0,3,0,2,SOUTH,1,domestic violence,disturbance
20445,3,0,None,1,White,African American,1,5,0,2,NORTH,2,warrant,suspicious
20446,3,1,None,0,White,White,1,3,1,2,SOUTH,1,warrant,hazard
20447,3,0,None,0,White,Unknown,2,3,2,3,WEST,2,weapon,weapon
20448,3,1,None,0,White,White,0,3,3,3,WEST,3,weapon,weapon
20449,3,0,None,0,White,White,1,3,3,3,NORTH,3,person in crisis,unknown
20450,3,1,None,0,White,African American,0,3,3,3,EAST,3,assault,disturbance
20451,3,0,None,0,White,African American,0,3,3,3,EAST,3,assault,assault
20452,3,0,None,0,White,White,1,3,5,2,WEST,2,trespass,trespass
20453,3,1,None,0,White,White,1,5,6,2,TRAINING,0,assault,disturbance
20454,3,0,None,1,White,White,0,3,6,2,TRAINING,0,domestic violence,disturbance
20455,3,0,None,1,White,White,0,5,6,2,NORTH,2,auto,auto
20456,3,1,None,1,White,African American,0,5,6,2,NORTH,2,auto,auto
20457,3,1,None,0,White,Hispanic,0,3,6,2,EAST,3,warrant,disturbance
20458,3,0,None,0,White,White,0,5,0,2,NORTH,1,trespass,trespass
20459,3,0,None,0,Hispanic,White,1,5,0,2,SOUTH,1,suspicious,theft
20460,3,1,None,0,Hispanic,White,0,3,0,2,NORTH,2,fraud,theft
20461,3,1,None,0,White,Unknown,0,3,0,2,SOUTHWEST,2,warrant,suspicious
20462,3,0,None,0,White,White,0,4,1,2,TRAINING,0,property damage,property damage
20463,3,1,None,0,White,White,0,3,1,2,EAST,2,assault,assault
20464,3,0,None,0,White,White,0,3,4,2,NORTH,2,under influence,under influence
20465,3,1,None,0,White,White,1,3,4,2,EAST,3,warrant,homicide
20466,3,1,None,0,White,White,0,3,4,2,EAST,3,warrant,homicide
20467,3,1,None,0,White,Hispanic,1,3,5,2,EAST,3,traffic,trespass
20468,3,0,None,0,White,White,1,4,6,3,NORTH,1,unknown,unknown
20469,3,0,None,0,White,Native,1,4,6,2,WEST,1,person in crisis,hazard
20470,3,0,None,0,White,Hispanic,0,3,1,2,SOUTH,3,warrant,disturbance
20471,3,0,None,0,White,Hispanic,0,3,1,2,SOUTH,3,warrant,disturbance
20472,3,0,None,0,White,African American,0,3,1,2,EAST,3,warrant,under influence
20473,3,1,None,0,African American,White,0,5,2,3,SOUTH,3,theft,trespass
20474,3,0,None,0,White,White,0,3,2,3,NORTH,2,suspicious,suspicious
20475,3,1,None,0,White,White,1,3,3,3,EAST,2,under influence,auto
20476,3,0,None,0,White,African American,1,3,4,3,WEST,2,theft,disturbance
20477,3,1,None,0,White,African American,0,3,5,3,SOUTH,3,assault,disturbance
20478,3,0,None,0,White,African American,0,3,5,3,SOUTH,3,warrant,warrant
20479,3,0,None,0,White,African American,0,4,5,3,WEST,3,domestic violence,disturbance
20480,3,0,None,0,Native,Multi-Racial,1,3,5,3,EAST,2,warrant,suspicious
20481,3,1,None,0,Native,Multi-Racial,0,3,5,3,EAST,2,warrant,suspicious
20482,3,1,None,0,White,Hispanic,0,3,5,3,WEST,3,under influence,trespass
20483,3,1,None,0,White,White,0,2,5,3,NORTH,2,traffic,traffic
20484,3,0,None,0,Asian,White,0,2,6,3,SOUTH,2,theft,theft
20485,3,1,None,1,White,White,1,5,6,3,EAST,2,assault,animal
20486,3,0,None,0,White,White,1,4,4,3,NORTH,2,suspicious,traffic
20487,3,0,None,0,White,Asian,0,5,5,3,WEST,1,disturbance,disturbance
20488,3,1,Firearm,0,White,White,0,5,5,3,SOUTH,1,weapon,suspicious
20489,3,1,None,0,White,White,1,5,5,3,SOUTH,1,weapon,suspicious
20490,3,0,None,0,Asian,White,1,3,5,3,NORTH,2,theft,homicide
20491,3,1,Firearm,0,White,White,0,3,6,3,WEST,3,weapon,theft
20492,3,1,None,0,White,Hispanic,0,5,0,3,TRAINING,0,traffic,traffic
20493,3,1,None,0,White,African American,0,3,0,3,EAST,3,auto,auto
20494,3,1,None,1,White,White,0,5,1,3,EAST,1,traffic,suspicious
20495,3,0,None,1,White,White,1,3,2,3,WEST,3,theft,theft
20496,3,0,None,0,African American,White,1,5,2,3,NORTH,1,disturbance,assault
20497,3,1,None,0,White,African American,1,3,3,3,EAST,3,assault,disturbance
20498,3,1,None,0,White,White,0,3,4,3,WEST,3,under influence,under influence
20499,3,1,None,0,Hispanic,White,0,3,5,3,WEST,3,assault,assault
20500,3,1,None,0,White,African American,0,3,5,3,EAST,2,assault,disturbance
20501,3,0,None,0,White,Unknown,1,4,5,3,WEST,3,domestic violence,disturbance
20502,3,0,None,0,Multi-Racial,Unknown,0,3,5,3,WEST,2,theft,theft
20503,3,0,None,1,White,White,0,3,0,3,EAST,1,domestic violence,weapon
20504,3,0,None,0,Asian,White,0,6,0,3,NORTH,2,suspicious,trespass
20505,3,0,None,0,Asian,African American,1,6,0,3,NORTH,2,suspicious,theft
20506,3,1,None,0,White,Hispanic,0,3,2,3,SOUTHWEST,2,unknown,unknown
20507,3,1,Lethal Blade,0,White,African American,0,3,1,3,WEST,3,assault,assault
20508,3,1,None,1,White,White,0,4,6,3,WEST,3,theft,theft
20509,3,1,None,0,White,White,0,4,0,3,WEST,3,assault,assault
20510,3,0,None,0,Asian,White,0,5,0,3,NORTH,3,domestic violence,assault
20511,3,1,None,0,White,White,0,3,0,3,EAST,1,assault,assault
20512,3,0,None,0,White,White,0,3,0,3,NORTH,2,warrant,traffic
20513,3,0,None,0,African American,Unknown,0,4,1,3,NORTH,2,unknown,unknown
20514,3,1,None,0,White,White,0,3,1,3,NORTH,2,assault,weapon
20515,3,0,None,0,White,African American,0,4,2,3,SOUTH,3,domestic violence,assault
20516,3,1,Lethal Blade,0,White,Unknown,0,3,2,3,WEST,2,weapon,disturbance
20517,3,1,Lethal Blade,0,White,White,0,3,3,3,WEST,2,theft,suspicious
20518,3,0,None,0,White,African American,0,3,4,1,EAST,3,unknown,unknown
20519,3,1,Lethal Blade,0,White,Unknown,0,3,2,3,WEST,2,theft,theft
20520,3,1,Lethal Blade,0,Hispanic,White,0,3,2,3,WEST,2,unknown,unknown
20521,3,1,None,0,Asian,White,0,3,4,1,WEST,3,theft,theft
20522,3,1,None,0,White,Native,0,4,4,1,WEST,1,assault,disturbance
20523,3,1,None,1,White,White,0,3,5,1,EAST,1,person in crisis,disturbance
20524,3,1,None,0,African American,White,0,3,5,1,EAST,1,warrant,auto
20525,3,1,None,0,African American,White,0,3,5,1,EAST,1,warrant,auto
20526,3,1,None,0,White,White,0,4,5,1,NORTH,2,warrant,suspicious
20527,3,0,None,0,White,White,0,3,0,1,EAST,1,suspicious,theft
20528,3,1,None,0,African American,White,0,3,1,1,EAST,1,theft,theft
20529,3,0,None,0,White,Native,0,4,1,1,EAST,1,person in crisis,person in crisis
20530,3,1,None,0,White,White,0,3,2,3,WEST,3,theft,warrant
20531,3,0,Unknown,0,White,White,0,3,3,3,NORTH,3,person in crisis,unknown
20532,3,1,Lethal Blade,1,White,Native,0,3,3,3,TRAINING,0,theft,theft
20533,3,0,None,0,White,African American,1,4,4,3,NORTH,2,suspicious,traffic
20534,3,0,None,0,Hispanic,African American,0,3,6,3,EAST,2,assault,assault
20535,3,0,None,0,White,Multi-Racial,0,3,6,3,TRAINING,0,assault,disturbance
20536,3,0,None,0,Hispanic,White,0,3,6,3,EAST,2,suspicious,vice
20537,3,0,None,1,White,White,1,4,3,3,SOUTHWEST,2,unknown,unknown
20538,3,1,None,0,Unknown,African American,0,3,1,3,EAST,2,domestic violence,disturbance
20539,3,0,None,1,White,White,0,3,2,3,WEST,3,theft,theft
20540,3,0,None,0,White,White,0,4,2,3,NORTH,2,theft,theft
20541,3,0,None,0,White,African American,0,3,3,3,EAST,1,trespass,disturbance
20542,3,1,None,0,White,Hispanic,1,3,3,3,WEST,2,theft,theft
20543,3,1,None,0,White,Hispanic,0,3,6,1,WEST,3,domestic violence,assault
20544,3,1,None,1,White,African American,0,3,5,1,SOUTH,1,weapon,disturbance
20545,3,1,Lethal Blade,1,White,African American,1,3,5,1,WEST,1,under influence,under influence
20546,3,0,None,0,White,Hispanic,0,4,5,1,WEST,2,suspicious,suspicious
20547,3,0,None,0,White,African American,0,5,0,1,NORTH,1,person in crisis,trespass
20548,3,1,None,0,Hispanic,Native,0,3,1,1,TRAINING,0,domestic violence,assault
20549,3,1,None,0,White,White,0,3,1,1,EAST,2,trespass,theft
20550,3,0,None,0,Asian,African American,1,3,4,1,NORTH,2,warrant,under influence
20551,3,0,None,0,White,White,0,3,5,1,EAST,2,disturbance,assault
20552,3,1,None,1,White,White,1,3,6,1,WEST,2,theft,theft
20553,3,1,None,0,Hispanic,African American,0,3,0,1,EAST,3,theft,theft
20554,3,0,None,0,African American,White,0,5,0,1,EAST,1,suspicious,suspicious
20555,3,1,None,0,White,Hispanic,1,3,1,1,NORTH,3,unknown,unknown
20556,3,0,None,1,White,African American,0,3,1,1,SOUTH,3,assault,assault
20557,3,0,None,0,White,Unknown,1,3,2,1,WEST,2,theft,theft
20558,3,0,Lethal Blade,1,White,White,0,3,4,2,WEST,2,theft,suspicious
20559,3,1,None,1,White,Asian,0,3,5,2,NORTH,2,trespass,suspicious
20560,3,1,None,0,White,White,0,3,4,2,WEST,3,assault,assault
20561,3,1,None,0,Native,White,1,3,4,2,EAST,2,warrant,suspicious
20562,3,1,None,0,White,African American,0,5,1,3,NORTH,1,assault,assault
20563,3,1,None,0,Unknown,African American,1,3,1,3,EAST,2,domestic violence,disturbance
20564,3,0,None,0,White,White,0,2,2,3,TRAINING,0,disturbance,disturbance
20565,3,1,None,0,Asian,White,1,3,4,1,WEST,3,theft,theft
20566,3,1,None,0,Asian,White,0,3,4,1,WEST,3,theft,theft
20567,3,0,None,0,White,White,0,4,5,1,EAST,1,domestic violence,disturbance
20568,3,0,None,1,White,White,0,3,5,1,EAST,3,suspicious,suspicious
20569,3,1,None,0,White,White,1,3,6,1,NORTH,3,theft,trespass
20570,3,1,None,0,White,African American,0,3,1,1,NORTH,3,unknown,unknown
20571,3,0,None,0,White,White,1,3,1,1,NORTH,2,suspicious,under influence
20572,3,1,None,0,Hispanic,White,0,3,4,3,SOUTHWEST,1,unknown,unknown
20573,3,0,None,0,White,Hispanic,0,2,1,1,SOUTH,2,disturbance,assault
20574,3,1,None,0,Multi-Racial,White,0,5,1,1,TRAINING,0,assault,hazard
20575,3,0,None,0,White,White,0,6,1,1,WEST,3,domestic violence,disturbance
20576,3,1,None,0,White,Asian,0,3,2,1,WEST,3,assault,weapon
20577,3,1,Lethal Blade,0,White,White,0,4,2,1,WEST,1,weapon,homicide
20578,3,1,None,0,White,White,1,4,6,3,NORTH,3,unknown,unknown
20579,3,0,None,0,White,Multi-Racial,0,4,4,2,NORTH,2,warrant,suspicious
20580,3,0,None,0,White,White,0,3,4,2,NORTH,3,assault,assault
20581,3,0,None,0,White,White,0,5,6,2,SOUTHWEST,1,trespass,suspicious
20582,3,0,None,0,Hispanic,Native,0,4,0,2,WEST,2,under influence,under influence
20583,3,1,None,0,Multi-Racial,African American,0,3,5,2,EAST,1,assault,assault
20584,3,0,None,0,Native,Unknown,0,4,6,2,EAST,2,traffic,auto
20585,3,0,None,0,White,White,0,5,6,2,SOUTHWEST,1,trespass,suspicious
20586,3,0,None,0,White,African American,0,3,6,2,EAST,1,suspicious,suspicious
20587,3,1,Lethal Blade,0,White,African American,0,3,0,2,EAST,3,warrant,traffic
20588,3,1,None,0,White,African American,1,3,0,2,EAST,3,warrant,traffic
20589,3,1,None,0,White,White,0,2,0,2,NORTH,2,theft,theft
20590,3,0,Lethal Blade,0,White,African American,0,3,1,2,WEST,2,person in crisis,suspicious
20591,3,0,None,0,Multi-Racial,African American,0,3,1,2,NORTH,2,trespass,theft
20592,3,0,None,0,White,White,0,6,3,1,NORTH,2,traffic,suspicious
20593,3,1,None,0,Asian,Native,1,2,0,2,SOUTH,2,auto,auto
20594,3,1,None,0,White,Hispanic,1,6,1,2,WEST,3,domestic violence,unknown
20595,3,1,None,0,White,White,0,3,1,2,WEST,2,warrant,suspicious
20596,3,0,None,0,White,White,0,3,1,2,NORTH,2,trespass,theft
20597,3,1,None,1,African American,African American,1,3,1,2,SOUTH,0,under influence,warrant
20598,3,1,None,0,White,African American,0,2,1,2,NORTH,2,domestic violence,disturbance
20599,3,0,None,0,White,White,1,5,3,2,NORTH,1,assault,assault
20600,3,1,None,0,White,Unknown,0,3,2,2,WEST,2,under influence,fraud
20601,3,1,None,1,White,African American,0,6,3,1,SOUTH,2,unknown,unknown
20602,3,0,None,0,White,White,0,4,1,2,NORTH,2,under influence,suspicious
20603,3,0,Lethal Blade,0,Hispanic,Hispanic,0,4,4,2,NORTH,0,suspicious,suspicious
20604,3,1,None,1,White,Native,0,3,1,2,SOUTH,3,warrant,theft
20605,3,1,None,1,African American,African American,1,3,1,2,SOUTH,0,under influence,warrant
20606,3,0,None,0,African American,White,0,3,2,2,EAST,1,trespass,trespass
20607,3,1,Firearm,0,Hispanic,African American,0,3,2,2,EAST,2,under influence,suspicious
20608,3,1,None,0,White,White,0,3,3,2,SOUTH,2,assault,suspicious
20609,3,1,None,0,White,White,0,4,2,2,WEST,3,traffic,auto
20610,3,0,None,0,White,White,0,4,1,2,NORTH,2,under influence,suspicious
20611,3,0,None,0,White,African American,0,4,1,2,NORTH,2,under influence,suspicious
20612,3,0,None,0,White,White,0,3,5,2,SOUTHWEST,1,domestic violence,assault
20613,3,0,None,0,White,White,0,3,5,3,SOUTHWEST,1,domestic violence,assault
20614,3,1,None,1,Multi-Racial,White,0,3,1,1,WEST,2,theft,disturbance
20615,3,0,None,0,Asian,White,1,5,1,1,NORTH,3,warrant,under influence
20616,3,1,None,0,Asian,White,1,5,1,1,NORTH,3,warrant,under influence
20617,3,0,None,1,White,White,1,3,2,1,SOUTH,3,suspicious,suspicious
20618,3,0,None,0,White,White,0,3,2,1,SOUTHWEST,1,trespass,trespass
20619,3,0,None,0,White,White,0,3,2,1,WEST,2,theft,theft
20620,3,1,None,1,White,White,0,5,2,1,SOUTH,3,under influence,under influence
20621,3,0,None,0,White,White,0,5,6,2,SOUTHWEST,1,trespass,suspicious
20622,3,0,None,0,African American,White,0,3,1,2,WEST,3,trespass,mischief
20623,3,0,None,0,White,African American,0,3,1,2,WEST,2,auto,auto
20624,3,1,None,0,White,White,1,4,2,2,WEST,3,warrant,warrant
20625,3,0,None,0,White,White,1,6,1,1,WEST,3,domestic violence,disturbance
20626,3,0,None,0,White,White,0,4,2,1,NORTH,3,suspicious,theft
20627,3,0,None,0,White,White,0,3,2,1,NORTH,2,trespass,suspicious
20628,3,0,None,0,White,African American,0,3,3,1,NORTH,1,theft,theft
20629,3,0,None,1,White,African American,0,3,3,1,EAST,2,trespass,disturbance
20630,3,0,None,0,White,African American,0,2,3,1,TRAINING,0,assault,assault
20631,3,0,None,0,White,White,0,3,3,1,WEST,2,theft,theft
20632,3,0,None,1,White,White,1,3,4,2,WEST,2,theft,suspicious
20633,3,0,None,0,Multi-Racial,Hispanic,0,4,5,2,EAST,1,disturbance,disturbance
20634,3,0,None,1,White,White,0,6,5,2,SOUTHWEST,1,trespass,disturbance
20635,3,0,None,0,White,White,0,3,6,2,WEST,3,assault,assault
20636,3,1,None,0,White,African American,0,3,6,2,TRAINING,0,traffic,traffic
20637,3,1,None,0,White,White,1,3,6,2,NORTH,2,warrant,traffic
20638,3,1,None,0,Asian,Asian,0,2,0,2,SOUTH,2,auto,auto
20639,3,1,None,0,White,White,1,4,4,3,NORTH,0,unknown,unknown
20640,3,0,None,0,White,African American,0,4,1,2,WEST,1,trespass,theft
20641,3,1,None,0,White,White,0,3,1,2,WEST,2,warrant,suspicious
20642,3,0,Lethal Blade,0,White,White,0,5,3,2,NORTH,1,assault,assault
20643,3,0,None,0,Hispanic,White,1,4,4,2,NORTH,0,suspicious,suspicious
20644,3,0,None,0,White,White,1,3,3,1,SOUTH,2,unknown,unknown
20645,3,0,None,0,Multi-Racial,African American,0,3,1,2,NORTH,2,under influence,assault
20646,3,1,None,1,White,African American,0,2,5,2,NORTH,3,domestic violence,unknown
20647,3,1,Lethal Blade,0,White,African American,0,3,5,2,SOUTHWEST,2,unknown,unknown
20648,3,0,None,0,Native,White,0,4,6,2,EAST,1,trespass,suspicious
20649,3,0,None,0,Native,White,0,4,6,2,EAST,1,trespass,suspicious
20650,3,0,None,0,Multi-Racial,White,0,3,6,2,NORTH,2,person in crisis,assist others
20651,3,1,Lethal Blade,0,White,African American,0,4,6,2,WEST,2,theft,theft
20652,3,1,None,0,African American,White,0,3,0,2,EAST,1,domestic violence,unknown
20653,3,0,None,0,Multi-Racial,Asian,0,2,0,2,SOUTH,1,arson,arson
20654,3,0,None,0,White,African American,0,3,0,2,EAST,1,warrant,warrant
20655,3,1,None,0,Hispanic,White,0,3,2,2,NORTH,2,property damage,property damage
20656,3,0,None,0,Hispanic,White,0,4,4,2,NORTH,0,suspicious,suspicious
20657,3,0,None,0,Native,African American,0,4,4,2,NORTH,2,disturbance,weapon
20658,3,0,None,0,White,White,0,4,5,2,SOUTH,3,auto,auto
20659,3,1,None,0,White,African American,0,3,6,2,TRAINING,0,trespass,disturbance
20660,3,1,Lethal Blade,0,White,African American,0,3,6,2,WEST,2,assault,assault
20661,3,1,None,0,White,African American,0,3,0,2,EAST,3,under influence,disturbance
20662,3,1,Lethal Blade,0,White,Unknown,0,3,0,2,EAST,3,theft,theft
20663,3,0,None,1,White,Native,1,3,0,2,EAST,2,assault,disturbance
20664,3,0,None,0,White,African American,0,4,2,2,WEST,2,theft,theft
20665,3,0,None,0,Multi-Racial,Hispanic,0,4,2,2,EAST,1,weapon,assault
20666,3,0,None,0,Unknown,African American,0,5,2,2,EAST,2,suspicious,suspicious
20667,3,0,None,0,White,White,0,2,2,2,EAST,2,theft,theft
20668,3,0,None,0,White,White,0,3,2,2,SOUTH,3,suspicious,weapon
20669,3,0,None,1,White,African American,0,3,3,2,WEST,3,weapon,weapon
20670,3,1,None,0,White,African American,0,3,4,2,SOUTH,2,domestic violence,assist
20671,3,1,None,0,White,White,0,3,5,3,SOUTHWEST,2,warrant,disturbance
20672,3,0,None,0,Asian,African American,1,5,5,3,TRAINING,0,assault,disturbance
20673,3,1,None,0,White,Asian,0,4,5,3,SOUTH,2,warrant,theft
20674,3,0,None,0,White,African American,0,5,5,3,NORTH,2,suspicious,suspicious
20675,3,1,None,0,White,African American,1,4,6,3,SOUTH,3,assault,unknown
20676,3,1,None,1,White,White,1,3,3,2,SOUTH,2,warrant,suspicious
20677,3,1,None,0,White,African American,0,3,3,2,WEST,3,domestic violence,assault
20678,3,1,None,0,Asian,White,0,3,0,2,NORTH,2,theft,theft
20679,3,0,None,0,Hispanic,White,0,3,1,2,WEST,3,trespass,trespass
20680,3,0,None,1,White,African American,0,3,1,2,SOUTH,1,assault,disturbance
20681,3,0,None,1,Multi-Racial,White,0,3,3,2,SOUTHWEST,3,trespass,trespass
20682,3,0,None,0,Multi-Racial,White,0,5,3,2,TRAINING,0,trespass,suspicious
20683,3,1,None,0,White,Multi-Racial,0,3,3,2,WEST,2,assault,assault
20684,3,0,None,0,White,African American,0,3,3,2,SOUTH,2,auto,auto
20685,3,0,None,0,White,African American,0,2,4,2,EAST,3,assault,assault
20686,3,0,Firearm,0,White,African American,0,3,5,3,WEST,3,domestic violence,assist
20687,3,0,None,0,White,White,0,3,5,3,NORTH,3,suspicious,theft
20688,3,0,None,0,White,White,0,2,0,3,TRAINING,0,disturbance,theft
20689,3,0,None,0,White,White,0,3,5,3,WEST,2,theft,theft
20690,3,1,None,0,White,Asian,1,4,5,3,SOUTH,2,warrant,theft
20691,3,1,None,0,White,Unknown,0,3,6,3,WEST,2,domestic violence,assault
20692,3,1,Blunt Force,0,White,White,0,4,6,3,WEST,3,suspicious,suspicious
20693,3,1,None,0,Asian,African American,0,3,2,3,EAST,3,theft,theft
20694,3,1,None,1,White,Native,0,3,3,3,TRAINING,0,traffic,auto
20695,3,0,None,0,White,Hispanic,0,4,4,3,SOUTHWEST,1,suspicious,trespass
20696,3,0,Unknown,0,White,African American,0,5,4,3,SOUTH,1,assault,disturbance
20697,3,0,None,0,White,Multi-Racial,0,2,2,2,TRAINING,0,assist others,homicide
20698,3,0,None,0,White,White,0,4,2,2,EAST,3,disturbance,theft
